customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,year,month,day_week
FU43761,Nevada,2435.619979,No,Basic,High-level-degree,2011-01-09,Unemployed,F,25703.0,Suburban,Married,62.0,4,64,0,1,Personal Auto,Offer1,Call Center,297.6,Four-Door Car,Small,2011,1,9
BG51419,Washington,4362.931238,Yes,Premium,College,2011-01-03,Employed,M,58842.0,Suburban,Married,110.0,6,74,0,1,Corporate Auto,Offer2,Branch,528.0,Four-Door Car,Medsize,2011,1,3
VY96711,California,19231.77266,No,Premium,High-level-degree,2011-02-19,Employed,F,99772.0,Rural,Married,158.0,10,38,0,2,Corporate Auto,Offer2,Branch,51.902587,SUV,Medsize,2011,2,19
KT97561,Arizona,8382.630118,Yes,Basic,High School or Below,2011-02-04,Unemployed,M,19683.0,Suburban,Married,117.0,17,41,1,9,Personal Auto,Offer1,Web,561.6,Luxury-Sport,Medsize,2011,2,4
BW80872,Washington,4434.411172,No,Premium,High School or Below,2011-01-13,Employed,M,34549.0,Rural,Married,111.0,8,78,0,1,Personal Auto,Offer2,Web,125.933005,Four-Door Car,Medsize,2011,1,13
TZ81094,Nevada,2372.155492,No,Basic,High School or Below,2011-01-18,Unemployed,F,19030.0,Suburban,Married,62.0,7,22,0,1,Corporate Auto,Offer3,Branch,355.820799,Two-Door Car,Medsize,2011,1,18
XA27536,Washington,3611.183505,No,Extended,College,2011-02-21,Employed,M,63329.0,Suburban,Divorced,92.0,33,87,0,1,Personal Auto,Offer1,Web,441.6,Four-Door Car,Medsize,2011,2,21
LR61007,Arizona,3034.797717,No,Extended,High School or Below,2011-01-05,Employed,M,79253.0,Urban,Married,76.0,23,7,0,1,Corporate Auto,Offer4,Agent,254.984946,Two-Door Car,Medsize,2011,1,5
WH20102,California,9095.049868,Yes,Basic,College,2011-01-11,Employed,M,37937.0,Suburban,Married,116.0,11,42,0,5,Personal Auto,Offer2,Call Center,556.8,SUV,Medsize,2011,1,11
FG60807,Oregon,4884.15708,No,Basic,High School or Below,2011-02-01,Employed,F,21766.0,Urban,Married,62.0,29,65,0,3,Corporate Auto,Offer4,Agent,179.14181,Four-Door Car,Medsize,2011,2,1
TV77808,Arizona,5681.307056,No,Basic,High School or Below,2011-01-13,Employed,M,67132.0,Suburban,Married,71.0,34,71,0,6,Corporate Auto,Offer2,Branch,466.371705,Four-Door Car,Large,2011,1,13
LA66902,Arizona,2458.562965,No,Basic,College,2011-02-03,Unemployed,M,0.0,Suburban,Single,71.0,21,8,1,1,Personal Auto,Offer1,Agent,511.2,Two-Door Car,Medsize,2011,2,3
PA38372,Washington,9357.737821,No,Premium,High School or Below,2011-01-13,Employed,F,33060.0,Rural,Married,117.0,19,91,0,3,Personal Auto,Offer1,Branch,56.731578,Four-Door Car,Medsize,2011,1,13
NX11526,Arizona,2759.978287,Yes,Basic,Bachelor,2011-01-03,Employed,M,92296.0,Suburban,Married,69.0,4,65,0,1,Corporate Auto,Offer2,Agent,331.2,Two-Door Car,Medsize,2011,1,3
HU72679,Oregon,9635.58373,No,Basic,High-level-degree,2011-02-27,Employed,M,90334.0,Urban,Divorced,119.0,4,46,0,9,Corporate Auto,Offer3,Branch,423.785148,SUV,Medsize,2011,2,27
HC60268,Oregon,8346.019875,No,Premium,College,2011-01-23,Employed,M,40105.0,Suburban,Divorced,104.0,21,26,0,3,Personal Auto,Offer1,Web,878.413622,Four-Door Car,Medsize,2011,1,23
SO18542,Oregon,8370.56545,No,Basic,Bachelor,2011-01-28,Employed,F,33409.0,Suburban,Married,105.0,4,17,0,7,Personal Auto,Offer1,Agent,553.553427,SUV,Medsize,2011,1,28
SM54018,California,12689.42804,No,Premium,College,2011-02-01,Unemployed,F,0.0,Suburban,Single,117.0,4,89,1,2,Personal Auto,Offer1,Web,1163.669865,Two-Door Car,Medsize,2011,2,1
CN22369,California,2538.62632,Yes,Basic,Bachelor,2011-02-17,Unemployed,M,18608.0,Suburban,Divorced,71.0,13,24,0,1,Special Auto,Offer2,Web,340.8,Four-Door Car,Medsize,2011,2,17
WY17333,California,4732.219556,No,Basic,High School or Below,2011-01-23,Employed,M,55385.0,Suburban,Single,61.0,7,22,0,3,Personal Auto,Offer1,Branch,292.8,Four-Door Car,Medsize,2011,1,23
LP76290,Oregon,8246.830811,No,Premium,High-level-degree,2011-01-30,Employed,M,62588.0,Suburban,Single,104.0,21,22,0,3,Special Auto,Offer4,Web,499.2,Four-Door Car,Medsize,2011,1,30
UF93434,Oregon,2548.393565,No,Basic,College,2011-02-13,Employed,F,22050.0,Suburban,Divorced,66.0,9,47,0,1,Personal Auto,Offer3,Call Center,316.8,Four-Door Car,Medsize,2011,2,13
VW70435,Oregon,4929.549699,Yes,Basic,Bachelor,2011-01-26,Employed,M,25632.0,Suburban,Married,63.0,27,52,0,7,Personal Auto,Offer2,Call Center,351.270869,Two-Door Car,Medsize,2011,1,26
AV96010,Oregon,3289.120863,No,Extended,College,2011-01-29,Employed,M,40097.0,Rural,Single,92.0,23,35,4,1,Personal Auto,Offer1,Call Center,227.221652,Two-Door Car,Medsize,2011,1,29
DX70966,Nevada,2771.045031,Yes,Basic,College,2011-01-11,Employed,F,50071.0,Rural,Single,71.0,3,32,0,1,Personal Auto,Offer2,Agent,18.918935,Two-Door Car,Medsize,2011,1,11
VW65429,Arizona,6899.709949,No,Extended,High School or Below,2011-01-20,Employed,M,37308.0,Urban,Married,86.0,19,69,0,9,Personal Auto,Offer1,Agent,301.011106,Four-Door Car,Medsize,2011,1,20
LY17372,Arizona,5112.306584,No,Extended,College,2011-02-28,Employed,M,44743.0,Suburban,Divorced,137.0,16,55,4,1,Personal Auto,Offer1,Branch,741.300032,SUV,Small,2011,2,28
BE61743,Washington,4109.793608,No,Basic,Bachelor,2011-01-28,Employed,M,86657.0,Urban,Married,103.0,22,51,0,1,Personal Auto,Offer3,Web,316.227946,Luxury-Sport,Small,2011,1,28
GP56044,Washington,27440.61101,No,Extended,High School or Below,2011-01-22,Employed,M,84306.0,Suburban,Married,137.0,16,37,0,2,Personal Auto,Offer2,Agent,863.413385,SUV,Large,2011,1,22
EA63660,California,20957.60504,No,Basic,College,2011-01-24,Unemployed,F,0.0,Suburban,Single,118.0,29,45,0,2,Personal Auto,Offer1,Agent,566.4,SUV,Medsize,2011,1,24
DP50640,California,2548.842787,No,Basic,Bachelor,2011-01-05,Employed,M,47346.0,Suburban,Married,65.0,6,35,0,1,Personal Auto,Offer2,Call Center,312.0,Four-Door Car,Small,2011,1,5
MM45897,Nevada,2714.654446,No,Basic,Bachelor,2011-02-12,Employed,M,88545.0,Suburban,Married,68.0,25,33,0,1,Personal Auto,Offer3,Call Center,374.108319,Four-Door Car,Large,2011,2,12
OZ86942,California,5790.462518,No,Basic,Bachelor,2011-01-31,Employed,F,52443.0,Suburban,Married,73.0,0,47,1,4,Corporate Auto,Offer2,Agent,350.4,Four-Door Car,Medsize,2011,1,31
WI65397,Oregon,7627.31479,No,Extended,Bachelor,2011-02-17,Employed,F,36084.0,Rural,Divorced,99.0,3,9,1,7,Corporate Auto,Offer1,Agent,152.779038,Two-Door Car,Medsize,2011,2,17
OQ69520,Arizona,7903.993374,No,Basic,High-level-degree,2011-02-03,Employed,F,35406.0,Rural,Divorced,69.0,13,15,4,2,Corporate Auto,Offer1,Agent,67.504452,Four-Door Car,Small,2011,2,3
QK12068,Oregon,5293.717318,No,Basic,High School or Below,2011-01-17,Unemployed,F,0.0,Suburban,Single,74.0,14,43,0,4,Personal Auto,Offer4,Agent,712.126586,Four-Door Car,Small,2011,1,17
KF98735,California,3673.990748,No,Extended,Bachelor,2011-01-31,Employed,M,41185.0,Urban,Married,99.0,20,6,4,1,Special Auto,Offer2,Agent,363.613596,Four-Door Car,Medsize,2011,1,31
BH28530,California,21592.10096,No,Premium,High School or Below,2011-01-15,Employed,M,51204.0,Suburban,Married,181.0,28,23,0,2,Personal Auto,Offer4,Web,929.554445,Luxury-Sport,Medsize,2011,1,15
DW62043,Oregon,2452.059049,No,Basic,College,2011-02-05,Employed,F,30216.0,Suburban,Divorced,63.0,18,74,0,1,Corporate Auto,Offer2,Call Center,302.4,Four-Door Car,Medsize,2011,2,5
AF41118,California,7255.714453,No,Extended,College,2011-01-05,Unemployed,M,10710.0,Suburban,Married,94.0,12,33,0,7,Personal Auto,Offer1,Branch,451.2,Two-Door Car,Small,2011,1,5
KI82366,Arizona,7412.962014,No,Premium,College,2011-01-13,Unemployed,M,0.0,Suburban,Single,112.0,32,74,0,5,Personal Auto,Offer4,Call Center,806.4,Four-Door Car,Medsize,2011,1,13
GF97506,Nevada,9048.983447,Yes,Basic,High School or Below,2011-01-24,Unemployed,M,0.0,Suburban,Married,119.0,9,8,0,3,Personal Auto,Offer2,Web,571.2,Luxury-Sport,Medsize,2011,1,24
UQ62739,Oregon,4270.034394,Yes,Extended,College,2011-01-19,Unemployed,M,0.0,Suburban,Married,122.0,27,2,0,1,Corporate Auto,Offer2,Agent,725.870693,SUV,Medsize,2011,1,19
WY58555,Oregon,4929.549699,Yes,Basic,Bachelor,2011-01-26,Employed,M,25632.0,Suburban,Married,63.0,27,52,0,7,Personal Auto,Offer2,Call Center,351.270869,Two-Door Car,Medsize,2011,1,26
PU11172,Oregon,3539.97159,No,Extended,High School or Below,2011-01-10,Unemployed,F,0.0,Suburban,Single,99.0,13,87,0,1,Personal Auto,Offer1,Web,1158.858027,Four-Door Car,Medsize,2011,1,10
DN30013,Oregon,5568.889245,No,Basic,College,2011-01-16,Employed,F,53295.0,Urban,Married,70.0,12,97,0,8,Personal Auto,Offer3,Branch,250.423844,Four-Door Car,Small,2011,1,16
ZI60303,Oregon,9817.026936,No,Extended,High School or Below,2011-01-28,Unemployed,M,0.0,Suburban,Single,139.0,9,22,0,6,Personal Auto,Offer3,Branch,1000.8,Luxury-Sport,Medsize,2011,1,28
MR56401,Oregon,2542.845763,No,Basic,College,2011-02-13,Employed,F,37072.0,Suburban,Married,64.0,1,1,0,1,Personal Auto,Offer3,Call Center,307.2,Four-Door Car,Large,2011,2,13
FM14335,Washington,10484.91535,Yes,Extended,College,2011-02-01,Employed,F,61108.0,Rural,Divorced,89.0,22,93,0,2,Personal Auto,Offer2,Agent,49.451117,Four-Door Car,Medsize,2011,2,1
FK54851,California,6310.400194,No,Extended,High School or Below,2011-01-31,Employed,M,79880.0,Suburban,Married,79.0,22,68,1,7,Personal Auto,Offer2,Branch,568.8,Two-Door Car,Medsize,2011,1,31
YF38355,Washington,8106.221539,No,Basic,High-level-degree,2011-02-25,Employed,M,81580.0,Suburban,Divorced,101.0,2,56,0,6,Personal Auto,Offer2,Web,633.439417,SUV,Medsize,2011,2,25
TN39471,Arizona,3398.007367,No,Extended,High School or Below,2011-02-08,Unemployed,F,0.0,Suburban,Married,92.0,7,75,0,1,Personal Auto,Offer4,Agent,611.844584,Two-Door Car,Medsize,2011,2,8
MT53449,Arizona,16301.9676,Yes,Extended,High-level-degree,2011-02-17,Unemployed,F,19614.0,Suburban,Married,85.0,21,32,0,2,Personal Auto,Offer2,Agent,574.024018,Two-Door Car,Medsize,2011,2,17
DV22542,California,2722.408776,No,Basic,High School or Below,2011-01-27,Employed,M,58620.0,Urban,Divorced,68.0,8,60,0,1,Personal Auto,Offer2,Branch,292.135884,Two-Door Car,Large,2011,1,27
TO82744,California,15789.65496,No,Extended,High School or Below,2011-01-04,Unemployed,F,0.0,Suburban,Single,212.0,28,51,0,4,Personal Auto,Offer3,Agent,1526.4,Luxury-Sport,Large,2011,1,4
OG17756,Arizona,4904.894731,Yes,Extended,College,2011-02-14,Unemployed,F,12902.0,Suburban,Divorced,139.0,3,51,0,1,Personal Auto,Offer1,Agent,667.2,Luxury-Sport,Medsize,2011,2,14
DO51363,Oregon,3785.754787,No,Extended,Bachelor,2011-02-04,Employed,F,26318.0,Suburban,Married,96.0,23,29,0,1,Personal Auto,Offer2,Call Center,679.392372,Two-Door Car,Medsize,2011,2,4
BJ26599,Oregon,4200.818894,No,Basic,Bachelor,2011-01-02,Unemployed,M,20263.0,Suburban,Single,63.0,31,2,0,7,Personal Auto,Offer1,Agent,373.454457,Four-Door Car,Small,2011,1,2
LX24476,Oregon,3619.060986,No,Extended,Bachelor,2011-01-24,Unemployed,F,0.0,Urban,Married,98.0,27,47,0,1,Personal Auto,Offer2,Web,310.842085,Four-Door Car,Medsize,2011,1,24
IO63361,Arizona,4880.713626,No,Extended,College,2011-02-16,Employed,M,52819.0,Rural,Divorced,124.0,16,89,0,1,Personal Auto,Offer1,Branch,282.500791,SUV,Medsize,2011,2,16
SD30853,Oregon,12687.15484,No,Basic,College,2011-02-07,Employed,F,63918.0,Suburban,Single,64.0,4,14,0,2,Personal Auto,Offer3,Agent,307.2,Four-Door Car,Small,2011,2,7
OJ41819,Oregon,4848.90183,No,Basic,College,2011-02-02,Unemployed,F,0.0,Suburban,Divorced,66.0,11,60,0,3,Personal Auto,Offer3,Call Center,316.8,Four-Door Car,Small,2011,2,2
MO63575,Oregon,4334.064096,Yes,Extended,Bachelor,2011-02-27,Unemployed,F,23904.0,Suburban,Single,123.0,1,67,3,1,Corporate Auto,Offer1,Agent,590.4,SUV,Medsize,2011,2,27
BV16459,Oregon,6677.418103,No,Extended,College,2011-02-22,Unemployed,M,0.0,Urban,Married,97.0,10,77,1,9,Personal Auto,Offer3,Call Center,251.63901,Two-Door Car,Medsize,2011,2,22
YV93784,Arizona,8973.110905,No,Basic,High-level-degree,2011-02-21,Employed,F,69736.0,Urban,Married,111.0,11,7,0,3,Personal Auto,Offer1,Branch,424.424732,SUV,Medsize,2011,2,21
UF32055,California,7109.296548,No,Premium,Bachelor,2011-02-10,Employed,M,69700.0,Urban,Divorced,181.0,9,49,0,1,Personal Auto,Offer2,Web,645.921338,SUV,Medsize,2011,2,10
UQ16798,Arizona,10208.92761,Yes,Extended,College,2011-02-14,Employed,F,35482.0,Suburban,Married,129.0,21,59,0,3,Personal Auto,Offer1,Branch,619.2,SUV,Medsize,2011,2,14
LS59637,Arizona,2719.506996,Yes,Basic,College,2011-01-24,Unemployed,F,14030.0,Suburban,Married,72.0,11,3,0,1,Corporate Auto,Offer2,Branch,345.6,Two-Door Car,Large,2011,1,24
TX35617,California,4465.604359,No,Basic,Bachelor,2011-01-22,Employed,F,50909.0,Urban,Married,112.0,11,39,0,1,Personal Auto,Offer2,Branch,339.048157,SUV,Medsize,2011,1,22
EX89625,Arizona,5593.434009,No,Basic,Bachelor,2011-01-10,Employed,F,96406.0,Suburban,Married,69.0,16,64,0,8,Personal Auto,Offer2,Web,331.2,Two-Door Car,Medsize,2011,1,10
FD11364,Oregon,6768.997027,No,Extended,Bachelor,2011-01-31,Employed,F,77001.0,Suburban,Single,85.0,4,58,0,3,Special Auto,Offer2,Call Center,408.0,Four-Door Car,Medsize,2011,1,31
FA90076,Oregon,2454.589361,No,Basic,Bachelor,2011-02-07,Unemployed,F,0.0,Suburban,Single,72.0,25,4,0,1,Personal Auto,Offer2,Branch,518.4,Two-Door Car,Medsize,2011,2,7
BG96711,California,2576.380679,No,Basic,Bachelor,2011-01-11,Employed,M,24732.0,Suburban,Divorced,67.0,4,49,0,1,Corporate Auto,Offer2,Branch,321.6,Four-Door Car,Small,2011,1,11
PW31239,Oregon,4282.947971,Yes,Basic,College,2011-02-26,Employed,F,40864.0,Rural,Married,109.0,16,70,1,1,Personal Auto,Offer1,Agent,166.937747,SUV,Medsize,2011,2,26
MD95935,California,5845.426201,No,Basic,Bachelor,2011-01-11,Employed,F,43145.0,Suburban,Married,73.0,1,0,0,6,Corporate Auto,Offer3,Web,516.421124,Two-Door Car,Medsize,2011,1,11
UL10037,Oregon,10484.91535,Yes,Extended,College,2011-02-01,Employed,F,61108.0,Rural,Divorced,89.0,22,93,0,2,Corporate Auto,Offer2,Agent,49.451117,Four-Door Car,Medsize,2011,2,1
RE67051,California,5509.377781,No,Basic,Bachelor,2011-02-11,Employed,M,34236.0,Suburban,Married,70.0,3,87,0,8,Corporate Auto,Offer1,Agent,336.0,Four-Door Car,Small,2011,2,11
SB44315,Arizona,3011.344686,No,Extended,College,2011-02-02,Employed,M,39010.0,Suburban,Married,78.0,27,99,2,1,Personal Auto,Offer1,Agent,374.4,Four-Door Car,Medsize,2011,2,2
OX21474,California,2698.355517,No,Basic,High School or Below,2011-01-23,Employed,M,88867.0,Suburban,Single,69.0,6,2,1,1,Personal Auto,Offer3,Web,331.2,Four-Door Car,Medsize,2011,1,23
HN60464,California,6105.801637,No,Extended,Bachelor,2011-02-16,Unemployed,M,0.0,Urban,Married,84.0,0,57,0,5,Personal Auto,Offer3,Branch,395.740207,Four-Door Car,Medsize,2011,2,16
TJ51874,Washington,8558.038795,No,Basic,High School or Below,2011-02-13,Unemployed,M,13908.0,Suburban,Married,116.0,12,74,2,8,Corporate Auto,Offer1,Web,804.130779,SUV,Medsize,2011,2,13
PB63095,Washington,5568.947534,Yes,Extended,High School or Below,2011-01-01,Unemployed,M,0.0,Suburban,Single,79.0,21,53,1,7,Personal Auto,Offer1,Agent,407.440238,Two-Door Car,Medsize,2011,1,1
VR81851,Oregon,11042.29006,No,Basic,College,2011-01-25,Unemployed,F,0.0,Suburban,Single,64.0,14,91,0,2,Personal Auto,Offer2,Agent,415.803174,Four-Door Car,Medsize,2011,1,25
DP13082,California,23594.6802,Yes,Basic,Bachelor,2011-01-31,Employed,M,76358.0,Rural,Married,66.0,25,3,0,2,Personal Auto,Offer3,Agent,86.461582,Four-Door Car,Medsize,2011,1,31
LP34743,Oregon,4726.869327,Yes,Extended,Bachelor,2011-01-10,Unemployed,F,13037.0,Suburban,Married,124.0,28,49,0,1,Personal Auto,Offer2,Agent,839.348464,SUV,Small,2011,1,10
GO75708,Arizona,6054.488387,No,Extended,High-level-degree,2011-02-06,Unemployed,F,17200.0,Rural,Married,83.0,5,62,4,8,Personal Auto,Offer1,Branch,48.780064,Four-Door Car,Medsize,2011,2,6
UD99460,Washington,9654.523307,No,Extended,Bachelor,2011-01-09,Employed,M,67772.0,Suburban,Single,82.0,29,27,0,2,Personal Auto,Offer4,Branch,502.580472,Four-Door Car,Medsize,2011,1,9
MJ77630,Oregon,47155.62558,No,Extended,High School or Below,2011-02-10,Employed,M,39891.0,Urban,Married,133.0,12,31,0,2,Personal Auto,Offer1,Agent,630.888663,SUV,Medsize,2011,2,10
OO49507,Washington,4530.385427,No,Basic,High-level-degree,2011-02-03,Employed,F,52957.0,Urban,Married,112.0,14,92,0,1,Personal Auto,Offer1,Branch,425.423198,Luxury-Sport,Medsize,2011,2,3
GB12561,Oregon,7276.340609,No,Basic,College,2011-02-27,Unemployed,F,0.0,Suburban,Single,108.0,11,84,2,3,Corporate Auto,Offer1,Agent,777.6,Luxury-Sport,Medsize,2011,2,27
PW69692,Oregon,3861.486269,Yes,Extended,College,2011-01-06,Employed,F,93272.0,Urban,Married,95.0,3,54,0,1,Personal Auto,Offer2,Branch,281.110788,Four-Door Car,Medsize,2011,1,6
SM36624,Arizona,7054.776317,No,Extended,High School or Below,2011-01-23,Unemployed,M,0.0,Suburban,Single,207.0,32,96,0,1,Personal Auto,Offer2,Call Center,1490.4,Luxury-Sport,Medsize,2011,1,23
DA61021,California,15167.04402,No,Basic,High-level-degree,2011-01-04,Employed,M,40467.0,Urban,Married,197.0,1,84,3,3,Personal Auto,Offer1,Agent,518.78464,Luxury-Sport,Medsize,2011,1,4
KJ72146,Oregon,7126.471703,No,Basic,Bachelor,2011-01-20,Employed,M,30895.0,Suburban,Divorced,62.0,10,35,0,2,Personal Auto,Offer4,Web,297.6,Four-Door Car,Small,2011,1,20
XJ61632,Oregon,2034.993043,No,Basic,Bachelor,2011-01-16,Unemployed,M,0.0,Suburban,Single,62.0,29,59,2,1,Personal Auto,Offer1,Web,446.4,Four-Door Car,Medsize,2011,1,16
CO23919,Oregon,30718.8124,No,Basic,Bachelor,2011-01-10,Employed,F,90607.0,Rural,Single,109.0,1,48,0,2,Special Auto,Offer2,Agent,243.467617,SUV,Medsize,2011,1,10
PV24005,Oregon,4221.312544,No,Basic,High School or Below,2011-02-08,Unemployed,M,0.0,Suburban,Single,62.0,12,68,0,3,Personal Auto,Offer3,Web,614.081483,Four-Door Car,Small,2011,2,8
YD22081,Arizona,9701.027271,No,Extended,College,2011-01-13,Employed,F,45668.0,Urban,Married,80.0,7,55,0,2,Personal Auto,Offer2,Branch,344.767795,Four-Door Car,Medsize,2011,1,13
SG51259,California,4502.867562,No,Extended,High School or Below,2011-01-05,Unemployed,F,0.0,Suburban,Single,129.0,10,11,0,1,Personal Auto,Offer1,Agent,1486.410662,SUV,Medsize,2011,1,5
OK31456,California,11009.13049,Yes,Premium,Bachelor,2011-01-24,Employed,F,51643.0,Suburban,Single,283.0,16,43,0,1,Corporate Auto,Offer2,Agent,1358.4,Luxury-Sport,Medsize,2011,1,24
UN38117,California,2713.560376,No,Basic,College,2011-01-16,Unemployed,F,0.0,Urban,Married,74.0,35,77,0,1,Personal Auto,Offer4,Call Center,299.635989,Four-Door Car,Medsize,2011,1,16
TN17395,California,22103.5072,Yes,Basic,College,2011-01-30,Unemployed,M,0.0,Suburban,Married,102.0,35,48,0,2,Personal Auto,Offer1,Branch,489.6,SUV,Medsize,2011,1,30
UO49439,Oregon,5633.531703,No,Basic,College,2011-01-21,Employed,M,90289.0,Rural,Divorced,71.0,9,10,1,3,Personal Auto,Offer1,Agent,22.193348,Four-Door Car,Medsize,2011,1,21
JK13254,Oregon,4237.370769,No,Basic,Bachelor,2011-01-17,Unemployed,M,29465.0,Suburban,Married,118.0,24,49,1,1,Personal Auto,Offer1,Web,566.4,SUV,Medsize,2011,1,17
BL29240,Oregon,2858.287371,No,Basic,Bachelor,2011-02-04,Employed,M,81893.0,Rural,Married,73.0,20,70,3,1,Corporate Auto,Offer2,Call Center,151.381353,Four-Door Car,Medsize,2011,2,4
IP81759,Nevada,9366.816281,No,Extended,High School or Below,2011-01-06,Employed,M,60613.0,Suburban,Single,240.0,3,52,0,1,Personal Auto,Offer4,Call Center,1152.0,Luxury-Sport,Small,2011,1,6
DY18947,Arizona,9152.489511,No,Premium,High School or Below,2011-02-21,Employed,F,60423.0,Rural,Married,114.0,23,44,0,9,Personal Auto,Offer1,Call Center,137.611531,Four-Door Car,Medsize,2011,2,21
PY98041,Oregon,5406.876611,No,Basic,Bachelor,2011-01-20,Employed,M,27166.0,Suburban,Single,71.0,29,51,0,5,Personal Auto,Offer2,Web,340.8,Four-Door Car,Medsize,2011,1,20
GP99578,Nevada,7086.176012,No,Basic,High School or Below,2011-01-13,Unemployed,F,0.0,Suburban,Single,196.0,10,38,0,1,Personal Auto,Offer1,Branch,1644.690622,Luxury-Sport,Medsize,2011,1,13
QB15706,Washington,17288.55405,No,Premium,College,2011-02-15,Unemployed,F,0.0,Suburban,Married,158.0,3,10,0,2,Special Auto,Offer3,Agent,758.4,SUV,Small,2011,2,15
PY42157,Washington,2472.253893,No,Basic,High School or Below,2011-01-27,Employed,F,62006.0,Suburban,Married,61.0,31,96,0,1,Personal Auto,Offer4,Agent,292.8,Four-Door Car,Large,2011,1,27
FM38725,Oregon,2432.169223,No,Basic,High School or Below,2011-02-21,Unemployed,F,0.0,Suburban,Single,69.0,2,50,0,1,Personal Auto,Offer4,Web,764.201478,Four-Door Car,Medsize,2011,2,21
QX84402,California,25464.82059,Yes,Extended,College,2011-02-01,Unemployed,F,13663.0,Suburban,Single,97.0,1,66,0,2,Corporate Auto,Offer1,Branch,465.6,Four-Door Car,Small,2011,2,1
DH95491,California,2229.361773,No,Basic,High School or Below,2011-02-26,Unemployed,M,0.0,Suburban,Married,61.0,27,57,0,1,Personal Auto,Offer2,Call Center,292.8,Four-Door Car,Medsize,2011,2,26
JH36501,Arizona,2507.884662,No,Basic,High-level-degree,2011-01-23,Employed,M,97673.0,Urban,Single,63.0,21,49,0,1,Personal Auto,Offer4,Agent,178.762806,Four-Door Car,Medsize,2011,1,23
DG46291,Nevada,9500.08167,No,Premium,High School or Below,2011-01-21,Employed,F,96276.0,Urban,Married,117.0,33,81,0,6,Personal Auto,Offer1,Call Center,553.50361,Four-Door Car,Medsize,2011,1,21
LY14355,Washington,2935.988346,No,Basic,High School or Below,2011-02-27,Employed,F,73847.0,Suburban,Married,73.0,34,51,1,1,Personal Auto,Offer2,Web,350.4,Two-Door Car,Small,2011,2,27
AU94279,California,5493.02213,No,Basic,High School or Below,2011-01-03,Employed,M,24976.0,Suburban,Single,72.0,2,60,1,3,Personal Auto,Offer3,Agent,566.199335,Two-Door Car,Medsize,2011,1,3
AG62140,California,5386.325174,No,Basic,College,2011-01-05,Employed,F,33716.0,Suburban,Married,68.0,18,67,1,3,Personal Auto,Offer1,Agent,349.431986,Four-Door Car,Small,2011,1,5
YK66939,Arizona,4384.854616,No,Basic,College,2011-01-25,Unemployed,F,23480.0,Suburban,Single,117.0,6,89,0,1,Personal Auto,Offer3,Call Center,842.4,SUV,Medsize,2011,1,25
BA75404,Oregon,5789.8509,No,Basic,High-level-degree,2011-01-19,Employed,F,77221.0,Urban,Married,71.0,2,49,0,7,Personal Auto,Offer2,Call Center,259.591385,Four-Door Car,Medsize,2011,1,19
ZG10765,Nevada,5678.050167,Yes,Extended,Bachelor,2011-01-19,Unemployed,F,0.0,Suburban,Married,76.0,8,44,0,3,Personal Auto,Offer2,Agent,364.8,Four-Door Car,Small,2011,1,19
TA22923,Arizona,4944.240345,No,Basic,High-level-degree,2011-01-16,Employed,M,40463.0,Suburban,Married,61.0,17,21,0,6,Personal Auto,Offer3,Branch,292.8,Four-Door Car,Small,2011,1,16
OM55336,Nevada,7507.455372,Yes,Basic,College,2011-02-06,Employed,M,60920.0,Urban,Single,64.0,10,61,0,2,Personal Auto,Offer2,Agent,231.201886,Two-Door Car,Medsize,2011,2,6
MB60322,Arizona,5332.462694,Yes,Basic,High-level-degree,2011-02-22,Employed,F,68931.0,Urban,Married,66.0,32,30,0,7,Special Auto,Offer2,Branch,309.577946,Four-Door Car,Medsize,2011,2,22
FS97588,Oregon,5475.337618,No,Basic,Bachelor,2011-02-22,Employed,F,88251.0,Urban,Married,68.0,3,2,0,3,Personal Auto,Offer4,Branch,267.214383,Four-Door Car,Medsize,2011,2,22
OX73233,Oregon,2274.647023,No,Basic,College,2011-02-26,Unemployed,F,0.0,Suburban,Single,65.0,21,40,0,1,Corporate Auto,Offer3,Web,468.0,Two-Door Car,Small,2011,2,26
KR25511,Washington,6005.214792,Yes,Extended,High School or Below,2011-01-12,Employed,M,26876.0,Suburban,Single,76.0,17,72,0,8,Corporate Auto,Offer1,Agent,364.8,Four-Door Car,Medsize,2011,1,12
PE39479,Washington,18321.41903,No,Extended,College,2011-02-06,Employed,M,88592.0,Urban,Married,76.0,19,1,0,2,Corporate Auto,Offer1,Branch,199.79727,Four-Door Car,Large,2011,2,6
AO46433,California,8078.53085,No,Premium,Bachelor,2011-01-20,Unemployed,F,0.0,Suburban,Married,114.0,1,39,1,5,Personal Auto,Offer1,Branch,547.2,Four-Door Car,Medsize,2011,1,20
CD71502,Arizona,3664.22055,No,Basic,High School or Below,2011-02-28,Unemployed,M,0.0,Suburban,Divorced,103.0,8,75,0,1,Personal Auto,Offer1,Branch,642.773149,SUV,Medsize,2011,2,28
ZS94723,Arizona,2960.029328,No,Extended,High School or Below,2011-02-05,Unemployed,F,0.0,Suburban,Single,82.0,0,28,0,1,Personal Auto,Offer1,Agent,590.4,Four-Door Car,Medsize,2011,2,5
